region_key,image,json_file,shape_idx,label,expected_sku,review_status,reviewer,notes,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_path,overlay_path,crop_exists,ocr_crop_suggestion,rotation_ocr_suggestions,ocr_count,ocr_texts,ocr_sources,accuracy_status,ocr_match,expected_sku_notes
1770339044281_0244_1031_07-020.jpg|RDC_SKU|4998|3210|5179|3303,1770339044281_0244_1031_07-020.jpg,1770339044281_0244_1031_07-020.json,69,RDC_SKU,N/A,not_applicable,,Completely Blurry,4998,3210,5179,3303,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1031_07-020/069_RDC_SKU_4998_3210_5179_3303.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1031_07-020_labels.jpg,yes,,,0,,,not_applicable,n/a,Completely Blurry
1770339044281_0244_1031_07-020.jpg|RDC_SKU|5000|3069|5169|3126,1770339044281_0244_1031_07-020.jpg,1770339044281_0244_1031_07-020.json,95,RDC_SKU,N/A,not_applicable,,Image is blurry and unreadable,5000,3069,5169,3126,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1031_07-020/095_RDC_SKU_5000_3069_5169_3126.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1031_07-020_labels.jpg,yes,,,0,,,not_applicable,n/a,Image is blurry and unreadable
1770339044281_0244_1066_07-017.jpg|Other_SKU|1886|232|2010|298,1770339044281_0244_1066_07-017.jpg,1770339044281_0244_1066_07-017.json,0,Other_SKU,N/A,not_applicable,,Numbers are cut off and blurry,1886,232,2010,298,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1066_07-017/000_Other_SKU_1886_232_2010_298.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1066_07-017_labels.jpg,yes,1070934413,-10.0:1070934413|-5.0:1010934413|0.0:1010934413|5.0:1070234413|10.0:1010934413|180.0:1010934413,0,,,not_applicable,n/a,Numbers are cut off and blurry
1770339044281_0244_1066_07-017.jpg|Pallet_SKU|2383|177|2643|290,1770339044281_0244_1066_07-017.jpg,1770339044281_0244_1066_07-017.json,2,Pallet_SKU,1010234413,reviewed,,,2383,177,2643,290,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1066_07-017/002_Pallet_SKU_2383_177_2643_290.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1066_07-017_labels.jpg,yes,1010234413,-10.0:1010234413|-5.0:1010234413|0.0:1010234413|5.0:1010234413|10.0:1010234413|180.0:1010234413,1,1010234413,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1066_07-017.jpg|Pallet_SKU|2930|826|3261|920,1770339044281_0244_1066_07-017.jpg,1770339044281_0244_1066_07-017.json,4,Pallet_SKU,1010234638,reviewed,,,2930,826,3261,920,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1066_07-017/004_Pallet_SKU_2930_826_3261_920.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1066_07-017_labels.jpg,yes,1010234638,-10.0:1010234638|-5.0:1010234638|0.0:1010234638|5.0:1010234638|10.0:1010234638|180.0:1010234638,1,1010234638,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1066_07-017.jpg|Pallet_SKU|4033|1672|4423|1816,1770339044281_0244_1066_07-017.jpg,1770339044281_0244_1066_07-017.json,6,Pallet_SKU,1010234413,reviewed,,,4033,1672,4423,1816,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1066_07-017/006_Pallet_SKU_4033_1672_4423_1816.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1066_07-017_labels.jpg,yes,1010234413,-10.0:1010234413|-5.0:1010234413|0.0:1010234413|5.0:1010234413|10.0:1010234413|180.0:1010234413,1,1010234413,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1066_07-017.jpg|Pallet_SKU|2111|1938|2382|2027,1770339044281_0244_1066_07-017.jpg,1770339044281_0244_1066_07-017.json,8,Pallet_SKU,1002076139,reviewed,,,2111,1938,2382,2027,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1066_07-017/008_Pallet_SKU_2111_1938_2382_2027.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1066_07-017_labels.jpg,yes,1002076139,-10.0:1002076139|-5.0:1002076139|0.0:1002076139|5.0:1002076139|10.0:1002076139|180.0:1002076139,1,1002076139,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1066_07-017.jpg|Pallet_SKU|2356|921|2645|1030,1770339044281_0244_1066_07-017.jpg,1770339044281_0244_1066_07-017.json,10,Pallet_SKU,1006712134,reviewed,,,2356,921,2645,1030,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1066_07-017/010_Pallet_SKU_2356_921_2645_1030.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1066_07-017_labels.jpg,yes,1006712134,-10.0:1006712134|-5.0:1006712134|0.0:1006712134|5.0:1006712134|10.0:1006712134|180.0:1006712134,1,1006712134,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1095_07-016.jpg|Printed_on_Box_SKU|2286|3275|2507|3349,1770339044281_0244_1095_07-016.jpg,1770339044281_0244_1095_07-016.json,34,Printed_on_Box_SKU,N/A,not_applicable,,"Image is blurry, had objects that impede view of SKU",2286,3275,2507,3349,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1095_07-016/034_Printed_on_Box_SKU_2286_3275_2507_3349.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1095_07-016_labels.jpg,yes,124430,-10.0:124430|-5.0:124430|0.0:124430|5.0:124430|10.0:124430|180.0:124430,0,,,not_applicable,n/a,"Image is blurry, had objects that impede view of SKU"
1770339044281_0244_1095_07-016.jpg|Printed_on_Box_SKU|3446|0|4263|96,1770339044281_0244_1095_07-016.jpg,1770339044281_0244_1095_07-016.json,36,Printed_on_Box_SKU,1001235985,reviewed_ocr_assisted,,Accepted OCR suggestion,3446,0,4263,96,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1095_07-016/036_Printed_on_Box_SKU_3446_0_4263_96.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1095_07-016_labels.jpg,yes,1001235985,-10.0:1001235985|-5.0:1001235985|0.0:1001235985|5.0:1001235985|10.0:1001235985|180.0:1001235985,1,1001235985,google_ocr_sku_parse,correct,yes,Accepted OCR suggestion
1770339044281_0244_1101_07-015.jpg|Pallet_SKU|2316|638|2650|752,1770339044281_0244_1101_07-015.jpg,1770339044281_0244_1101_07-015.json,0,Pallet_SKU,1009679947,reviewed,,,2316,638,2650,752,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1101_07-015/000_Pallet_SKU_2316_638_2650_752.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1101_07-015_labels.jpg,yes,1009679947,-10.0:1009679947|-5.0:1009679947|0.0:1009679947|5.0:1009679947|10.0:1009679947|180.0:1009679947,1,1009679947,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1101_07-015.jpg|Pallet_SKU|3194|469|3518|579,1770339044281_0244_1101_07-015.jpg,1770339044281_0244_1101_07-015.json,2,Pallet_SKU,1001294717,reviewed,,,3194,469,3518,579,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1101_07-015/002_Pallet_SKU_3194_469_3518_579.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1101_07-015_labels.jpg,yes,1001294717,-10.0:1001294717|-5.0:1001294717|0.0:1001294717|5.0:1001294717|10.0:1001294717|180.0:1001294717,1,1001294717,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1101_07-015.jpg|Pallet_SKU|2231|1678|2598|1797,1770339044281_0244_1101_07-015.jpg,1770339044281_0244_1101_07-015.json,4,Pallet_SKU,1007989474,reviewed,,,2231,1678,2598,1797,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1101_07-015/004_Pallet_SKU_2231_1678_2598_1797.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1101_07-015_labels.jpg,yes,1007989474,-10.0:1007989474|-5.0:1007989474|0.0:1007989474|5.0:1007989474|10.0:1007989474|180.0:1007989474,1,1007989474,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1131_07-014.jpg|Printed_on_Box_SKU|3393|330|3761|406,1770339044281_0244_1131_07-014.jpg,1770339044281_0244_1131_07-014.json,4,Printed_on_Box_SKU,1006262709,reviewed,,,3393,330,3761,406,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1131_07-014/004_Printed_on_Box_SKU_3393_330_3761_406.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1131_07-014_labels.jpg,yes,1006262709,-10.0:1006262709|-5.0:1006262709|0.0:1006262709|5.0:1006262709|10.0:1006262709|180.0:1006262709,1,1006262709,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1138_07-013.jpg|Pallet_SKU|1461|801|1771|914,1770339044281_0244_1138_07-013.jpg,1770339044281_0244_1138_07-013.json,0,Pallet_SKU,1002787684,reviewed,,,1461,801,1771,914,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1138_07-013/000_Pallet_SKU_1461_801_1771_914.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1138_07-013_labels.jpg,yes,1002787684,-10.0:1002787684|-5.0:1002787684|0.0:1002787684|5.0:1002787684|10.0:1002787684|180.0:1002787684,1,1002787684,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1138_07-013.jpg|Pallet_SKU|2985|581|3348|663,1770339044281_0244_1138_07-013.jpg,1770339044281_0244_1138_07-013.json,2,Pallet_SKU,1010574220,reviewed,,,2985,581,3348,663,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1138_07-013/002_Pallet_SKU_2985_581_3348_663.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1138_07-013_labels.jpg,yes,1010574220,-10.0:1010574220|-5.0:1010574220|0.0:1010574220|5.0:1010574220|10.0:1010574220|180.0:1010574220,1,1010574220,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1138_07-013.jpg|Other_SKU|2603|400|2834|474,1770339044281_0244_1138_07-013.jpg,1770339044281_0244_1138_07-013.json,4,Other_SKU,1010574220,reviewed,,,2603,400,2834,474,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1138_07-013/004_Other_SKU_2603_400_2834_474.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1138_07-013_labels.jpg,yes,1010574220,-10.0:1010574220|-5.0:1010574220|0.0:1010574220|5.0:1010574220|10.0:1010574220|180.0:1010574220,1,1010574220,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1138_07-013.jpg|Pallet_SKU|1153|1783|1453|1896,1770339044281_0244_1138_07-013.jpg,1770339044281_0244_1138_07-013.json,6,Pallet_SKU,1002961068,reviewed,,,1153,1783,1453,1896,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1138_07-013/006_Pallet_SKU_1153_1783_1453_1896.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1138_07-013_labels.jpg,yes,1002961068,-10.0:1002961068|-5.0:1002961068|0.0:1002961068|5.0:1002961068|10.0:1002961068|180.0:1002961068,1,1002961068,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1138_07-013.jpg|Pallet_SKU|2481|1673|2883|1800,1770339044281_0244_1138_07-013.jpg,1770339044281_0244_1138_07-013.json,8,Pallet_SKU,1014625469,reviewed,,,2481,1673,2883,1800,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1138_07-013/008_Pallet_SKU_2481_1673_2883_1800.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1138_07-013_labels.jpg,yes,1014625469,-10.0:1014625469|-5.0:1014625469|0.0:1014625469|5.0:1014625469|10.0:1014625469|180.0:1014625469,1,1014625469,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1167_07-012.jpg|Pallet_SKU|4180|625|4624|712,1770339044281_0244_1167_07-012.jpg,1770339044281_0244_1167_07-012.json,0,Pallet_SKU,1009938752,reviewed,,,4180,625,4624,712,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1167_07-012/000_Pallet_SKU_4180_625_4624_712.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1167_07-012_labels.jpg,yes,1009938752,-10.0:1009938752|-5.0:1009938752|0.0:1009938752|5.0:1009938752|10.0:1009938752|180.0:1009938752,1,1009938752,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1174_07-011.jpg|Pallet_SKU|2788|403|3128|521,1770339044281_0244_1174_07-011.jpg,1770339044281_0244_1174_07-011.json,0,Pallet_SKU,1004912032,reviewed,,,2788,403,3128,521,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1174_07-011/000_Pallet_SKU_2788_403_3128_521.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1174_07-011_labels.jpg,yes,1004912032,-10.0:1004912032|-5.0:1004912032|0.0:1004912032|5.0:1004912032|10.0:1004912032|180.0:1004912032,1,1004912032,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1174_07-011.jpg|Pallet_SKU|3196|1642|3583|1770,1770339044281_0244_1174_07-011.jpg,1770339044281_0244_1174_07-011.json,2,Pallet_SKU,1014625457,reviewed,,,3196,1642,3583,1770,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1174_07-011/002_Pallet_SKU_3196_1642_3583_1770.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1174_07-011_labels.jpg,yes,1014625457,-10.0:1014625457|-5.0:1014625457|0.0:1014625457|5.0:1014625457|10.0:1014625457|180.0:1014625457,1,1014625457,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1199_07-010.jpg|Pallet_SKU|4301|393|4785|514,1770339044281_0244_1199_07-010.jpg,1770339044281_0244_1199_07-010.json,0,Pallet_SKU,1002302320,reviewed,,,4301,393,4785,514,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1199_07-010/000_Pallet_SKU_4301_393_4785_514.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1199_07-010_labels.jpg,yes,1002302320,-10.0:1002302320|-5.0:1002302320|0.0:1002302320|5.0:1002302320|10.0:1002302320|180.0:1002302320,1,1002302320,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1199_07-010.jpg|Pallet_SKU|1612|12|2089|111,1770339044281_0244_1199_07-010.jpg,1770339044281_0244_1199_07-010.json,2,Pallet_SKU,N/A,not_applicable,,Number of code is blocked off,1612,12,2089,111,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1199_07-010/002_Pallet_SKU_1612_12_2089_111.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1199_07-010_labels.jpg,yes,,,0,,,not_applicable,n/a,Number of code is blocked off
1770339044281_0244_1204_07-009.jpg|Pallet_SKU|2181|23|2446|75,1770339044281_0244_1204_07-009.jpg,1770339044281_0244_1204_07-009.json,0,Pallet_SKU,1010123867,reviewed,,,2181,23,2446,75,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1204_07-009/000_Pallet_SKU_2181_23_2446_75.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1204_07-009_labels.jpg,yes,1010123867,-10.0:1010123867|-5.0:1010123867|0.0:1010123867|5.0:1010123867|10.0:1010123867|180.0:1010123867,1,1010123867,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1204_07-009.jpg|Pallet_SKU|1962|679|2259|793,1770339044281_0244_1204_07-009.jpg,1770339044281_0244_1204_07-009.json,2,Pallet_SKU,1014175477,reviewed,,,1962,679,2259,793,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1204_07-009/002_Pallet_SKU_1962_679_2259_793.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1204_07-009_labels.jpg,yes,1014175477,-10.0:1014175477|-5.0:1014175477|0.0:1014175477|5.0:1014175477|10.0:1014175477|180.0:1014175477,1,1014175477,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1204_07-009.jpg|Pallet_SKU|3357|531|3720|637,1770339044281_0244_1204_07-009.jpg,1770339044281_0244_1204_07-009.json,4,Pallet_SKU,1004929498,reviewed,,,3357,531,3720,637,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1204_07-009/004_Pallet_SKU_3357_531_3720_637.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1204_07-009_labels.jpg,yes,1004929498,-10.0:1004929498|-5.0:1004929498|0.0:1004929498|5.0:1004929498|10.0:1004929498|180.0:1004929498,1,1004929498,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1204_07-009.jpg|Pallet_SKU|3640|1762|4007|1855,1770339044281_0244_1204_07-009.jpg,1770339044281_0244_1204_07-009.json,6,Pallet_SKU,1014211849,reviewed,,,3640,1762,4007,1855,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1204_07-009/006_Pallet_SKU_3640_1762_4007_1855.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1204_07-009_labels.jpg,yes,1014211849,-10.0:1014211849|-5.0:1014211849|0.0:1014211849|5.0:1014211849|10.0:1014211849|180.0:1014211849,1,1014211849,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1204_07-009.jpg|Pallet_SKU|2263|1845|2605|1972,1770339044281_0244_1204_07-009.jpg,1770339044281_0244_1204_07-009.json,8,Pallet_SKU,1014211843,reviewed,,,2263,1845,2605,1972,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1204_07-009/008_Pallet_SKU_2263_1845_2605_1972.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1204_07-009_labels.jpg,yes,1014211843,-10.0:1014211843|-5.0:1014211843|0.0:1014211843|5.0:1014211843|10.0:1014211843|180.0:1014211843,1,1014211843,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1204_07-009.jpg|Other_SKU|1927|522|2123|605,1770339044281_0244_1204_07-009.jpg,1770339044281_0244_1204_07-009.json,11,Other_SKU,1014175477,reviewed,,Little blurry but still readable,1927,522,2123,605,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1204_07-009/011_Other_SKU_1927_522_2123_605.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1204_07-009_labels.jpg,yes,1014175477,-10.0:1014175477|-5.0:1014175477|0.0:1014175477|5.0:1014175477|10.0:1014175477|180.0:1014175477,1,1014175477,google_ocr_sku_parse,correct,yes,Little blurry but still readable
1770339044281_0244_1222_07-008.jpg|Pallet_SKU|366|451|728|529,1770339044281_0244_1222_07-008.jpg,1770339044281_0244_1222_07-008.json,0,Pallet_SKU,1004149174,reviewed,,,366,451,728,529,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1222_07-008/000_Pallet_SKU_366_451_728_529.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1222_07-008_labels.jpg,yes,1004149174,-10.0:7216917001|-5.0:7216717001|0.0:7216017001|180.0:7216017001,1,7216017001,google_ocr_sku_parse,incorrect,no,
1770339044281_0244_1222_07-008.jpg|Pallet_SKU|2743|395|3194|509,1770339044281_0244_1222_07-008.jpg,1770339044281_0244_1222_07-008.json,2,Pallet_SKU,1009679923,reviewed,,,2743,395,3194,509,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1222_07-008/002_Pallet_SKU_2743_395_3194_509.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1222_07-008_labels.jpg,yes,1009679923,-10.0:1009679923|-5.0:1009679923|0.0:1009679923|5.0:1009679923|10.0:1009679923|180.0:1009679923,1,1009679923,google_ocr_sku_parse,correct,yes,
1770339044281_0244_1238_07-007.jpg|Pallet_SKU|1185|112|1446|192,1770339044281_0244_1238_07-007.jpg,1770339044281_0244_1238_07-007.json,0,Pallet_SKU,1007989474,reviewed,,,1185,112,1446,192,research_outputs/golden_dataset_local_tests/crops/1770339044281_0244_1238_07-007/000_Pallet_SKU_1185_112_1446_192.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339044281_0244_1238_07-007_labels.jpg,yes,1007989474,-10.0:1007989474|-5.0:1007989474|0.0:1007989474|5.0:1007989474|10.0:1007989474|180.0:1007989474,1,1007989474,google_ocr_sku_parse,correct,yes,
